,funds,road construction projects,6219,0,5,Entity-Destination,"Spain, Portugal and Greece invested the EU funds into massive road construction projects."
,fever,vaccine,4072,1,0,Cause-Effect,"Convulsions that occur after DTaP are usually not caused directly by the vaccine, but by a fever, which in turn was triggered by the vaccine."
,Cancer,lymph nodes,4378,0,5,Entity-Destination,Cancer has spread into lymph nodes close to the tumour.
,whiskers,tiger,6399,0,6,Component-Whole,"A favourite amulet for demoniacal possession consists of the whiskers of the tiger or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm."
,woman,closet,4291,0,5,Entity-Destination,A Japanese woman moved into the bloke's closet.
,pillow,bed,6747,-1,9,Component-Whole,"From the transistor radio you listened to under the pillow of your bed to streamcasts on the Net, Fisher covers it all, and extremely well."
,dermatitis,itchiness,1351,0,0,Cause-Effect,"Atopic dermatitis, the most common type of eczema, causes itchiness that's worse in the colder months."
" e1 is the explicit actor, and e2 is entity, so (a) is satisfied. also, the device uses the technology.",device,technology,7214,1,1,Instrument-Agency,The device uses the newest personal antenna technology.
,crabs,archives,3735,0,5,Entity-Destination,Rare crabs have arrived into the historical archives.
,band,coyotes,5525,1,7,Member-Collection,Melvin Hancock was one of the residents to spot the about 85 pound full-grown coyote and other residents have seen a band of coyotes with a litter of pups.
 Kinds of cadre.,cadre,specialties,4848,-1,9,Component-Whole,"First of all, it is a source of specialist cadre of various specialties, such as monument and art renovation, foreign language teachers, economists, chemists, lawyers and IT specialists, just to name a few, who often stay in the city after graduating."
,paralysis,toxin,5825,1,0,Cause-Effect,These are all symptoms of the muscle paralysis caused by the bacterial toxin.
 Purpose-Tool,running,shoes,547,-1,9,Cause-Effect,"Compared to running barefoot, running in conventional running shoes increases stress on the knee joints up to 38%."
,deck,bridge,3746,0,6,Component-Whole,"This reconstruction involved track removals, conversion of each deck (lower and upper) to one-way motor vehicle traffic, and the lowering of the lower deck of the bridge by 16 inches through the Yerba Buena Tunnel."
,master,voice,1880,1,6,Component-Whole,He has always waited patiently in the studio until his master's voice signals that it was time to go home.
,light,flashlight,6502,1,0,Cause-Effect,"When it was closer she saw the light was coming from a flashlight being carried in the mouth of a large black Scottie dog, its muzzle gray with age."
,corporal,train,1476,0,4,Entity-Origin,"Captured, the corporal escaped by jumping from a POW train headed towards Germany."
,charges,blackmail,2283,-1,9,Product-Producer,"The charges originated in an attempted blackmail against Moti, a constitutional lawyer and Australian citizen, in Vanuatu in 1997-98."
 The factory is using the generator for energy.,generator,factory,1673,0,1,Instrument-Agency,"The generator powered a nearby aluminium factory, considered vital to the German war effort."
 temporal destination.,vibe,current century,3698,0,5,Entity-Destination,These musicians have transported the vibe into the current century.
,individual,collective unconscious,1192,-1,9,Instrument-Agency,"For Jung, the individual is a participant in a 'collective unconscious'."
 factory does not produce time,factory,hours,2356,-1,9,Member-Collection,"Where a worker works in a factory for more than nine hours in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages."
,war,desires,4057,1,0,Cause-Effect,"The war was caused by the expansionist desires of Hitler, Mussolini and the Japanese imperialists."
,stress,acne,6804,0,0,Cause-Effect,"In the same way that diet and stress effect facial acne they also effect body acne therefore the basic clear skin rules of cutting out greasy, fatty foods, and sugary foods as well as trying to reduce everyday stress apply to body acne as well."
,pressures,stress,3438,0,0,Cause-Effect,Pressures occur throughout life and those pressures cause stress.
,brake,cable,2098,1,6,Component-Whole,He released the brake cable by detaching the retaining clip from the cable housing.
,inflammation,bacteria,1517,1,0,Cause-Effect,"Symptoms vary according to the degree of inflammation caused by the bacteria, ranging from slightly loose stools to bloody diarrhea, abdominal pain, and fever."
,president,veto pen,7224,1,1,Instrument-Agency,It was the only time the president has wielded the veto pen during his six years in office.
,coalition,hypocrites,4578,1,7,Member-Collection,This double lie betrays what it is really all about in the coalition of the hypocrites: solidarity with the culprits.
 implicit usage.,dieters,formula,879,1,1,Instrument-Agency,"Most dieters are familiar with the usual weight loss formula: proper diet, adequate exercise, and a healthier lifestyle."
,obedience,subjects,4861,-1,9,Entity-Origin,Less obedience was extracted from subjects in this case.
 Participation.,convocation,academicians,2538,-1,9,Component-Whole,"The Shakespeare Authorship Studies Conference is the world's largest convocation of academicians and scholars to gather annually for the purpose of sharing new research on the life and works of the Elizabethan era's premier poet, playwright and wordsmith."
,spans,bridge,411,0,6,Component-Whole,The curved spans of the bridge are the original sections.
,island,radius,5593,-1,9,Entity-Origin,The magnetic island grows from the resonant radius until the so-called mixing radius rmix and full reconnection are reached.
,bookmarks,file,253,0,5,Entity-Destination,All bookmarks have been exported to a single file.
,earthquake,failures,3810,0,0,Cause-Effect,"The earthquake caused the failures of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems."
,rhythm,dance,4660,0,5,Entity-Destination,The second dancer has added rhythm into his dance.
,explorer,region,1958,0,5,Entity-Destination,"The explorer journeyed into the Arctic region of the Himalayas, determined to find a copy of the Himis manuscript or to expose the fraud."
 The fenced back yard is more a location than a container.,trench,fenced back yard,7603,-1,9,Component-Whole,The trench was inside the fenced back yard.
,ice,aircraft,5181,0,4,Entity-Origin,The Federal Aviation Administration is investigating the two latest cases under the theory that the ice fell from an aircraft.
,sand,molds,178,0,5,Entity-Destination,This machine is blowing sand into molds.
,tension,poor sleeping,5639,1,0,Cause-Effect,"Cervical strain results from the physical stresses of everyday life, including poor posture, muscle tension from psychologic stress or poor sleeping."
,language,community,6037,0,4,Entity-Origin,"When the Anatolian language went away from the community, it continued its dialectal divisions."
,refugee,country,7880,0,4,Entity-Origin,When you're an immigrant or refugee from any country then you have an experience with a botched translated name.
 prototypical example,book,trunk,6951,0,3,Content-Container,The book was in a trunk full of documents handed over to the archive.
" (a),(d) satisfied",comment,critic,3635,0,2,Product-Producer,"A vivid comment was made by the German critic, Walter Benjamin."
,party,box,6476,-1,9,Product-Producer,"The NRMA's president, Wendy Machin, and the chief executive, Tony Stuart, were among members of the party which viewed the concert in a private box."
,juicer,squeezing,7758,0,1,Instrument-Agency,A juicer is a utensil used for squeezing juice from fruit.
,infection,bacteria,1437,1,0,Cause-Effect,"Whooping cough is another name for the pertussis, an infection of the airways caused by the bacteria bordetella pertussis."
,oil,gas tank,5265,0,5,Entity-Destination,He accidental put oil into the gas tank.
,compromises,war,2792,0,0,Cause-Effect,"The compromises contained in the agreement caused the civil war in the 26 counties in June 1922-April 1923, in which the pro-Treaty Provisional Government defeated the anti-Treaty Republican forces."
,flour,well,6958,0,5,Entity-Destination,"We had a flour bin, I poured flour into the well, and I stirred it with the bucket."
,lady,monks,3085,0,4,Entity-Origin,"This is a song from the musical I'm making, it's about where a young lady, the sacrifice, ran away from the monks."
 Another sense of the word 'phalanx'.,phalanx,toe,1370,0,6,Component-Whole,Koak et al 14 reported a case of such transformation in an enchondroma of the distal phalanx of a toe.
,award,trophy,5972,1,6,Component-Whole,The award comprises a trophy and a certificate and is being run by The British Cartographic Society with the support of Stanfords Map Shop.
,superfluity,goods,848,-1,9,Message-Topic,"Wealth is nominally a superfluity of goods required for subsistence, but the character of these goods varies with the use of wealth."
 prototypical example,bottle,appendix,6684,1,3,Content-Container,He also finds a bottle with Joe's appendix in it.
,particles,scratches,3938,0,0,Cause-Effect,"Small particles, grime and dirt cause friction and microscopic scratches that over time destroy the performance of equipment."
,swarm,locusts,6414,1,7,Member-Collection,"Officials in the Northern Chinese province of Inner Mongolia have mobilized 33,000 people to stop a swarm of locusts 267 miles outside of Beijing."
,hold,boat,6746,0,6,Component-Whole,"The engine operated three strands of rope fall, hoisting from the hold of the boat three tubs of iron ore at a time."
 the body is actively involved in the production,oestrogens,body,5886,0,2,Product-Producer,There are three different oestrogens made by your body.
,brains,babies,7374,0,6,Component-Whole,They are taking the brains from babies.
,fear,heart attack,5442,0,0,Cause-Effect,"Excessive anxiety, worry or fear are among the causes of heart attack."
,cooperative,dairymen,1415,1,7,Member-Collection,"The woman purchases raw milk from a local member of Communities Alliance for Responsible Eco-Farming, a self-regulating cooperative of raw milk dairymen."
 prototypical example,list,safe,889,0,3,Content-Container,"The list of passengers and crew, handed to the purser just before the steamer left Providence, was locked in a safe, and it was not recovered."
,senator,shuttle,4696,1,1,Instrument-Agency,"It runs past La Guardia Airport, where the senator took the shuttle to Washington many times."
,pamphlet,binder,2213,0,5,Entity-Destination,"The paperback pamphlet was put inside a binder, as shown below."
 the name does not produce the film,film,name,1723,-1,9,Entity-Destination,"The ultimate D.C.-related work on this topic, in recent decades, anyway, may be Jerzy Kosinski's satirical Being There, the inspiration for a Peter Sellers film by the same name."
,scenes,paintings,3106,1,8,Message-Topic,Tea-related scenes form the subject of paintings and drawings.
 A crush is a set of things.,crush,delegates,5651,1,7,Member-Collection,Hotels and restaurants Downtown are prepared to handle the crush of delegates.
,cells,tumor,3055,0,5,Entity-Destination,The progenitor cells migrated into the tumor.
 (a) is satisfied,platelets,marrow,4749,0,2,Product-Producer,Thrombopoietin is a glycoprotein hormone that regulates the production of platelets by the bone marrow.
 prototypical example,fluid,cup,662,0,3,Content-Container,"The fluid was in a cup, and was intended for use as a lotion by her husband."
,team,member,5482,1,7,Member-Collection,He has been a core team member for the various research publications and resource person for policy documents of the RBI.
,cancer,areas,5597,0,5,Entity-Destination,"However, the 5-year survival rate falls steadily as the cancer spreads into other areas."
,curbside,bus,1576,0,6,Component-Whole,"For safety reasons, he loads and unloads his bike from the curbside of the bus."
,bag,face,7221,0,5,Entity-Destination,"Suddenly, a man approached me from nowhere and stuck a bag of candy in my face."
,string,webserver,7054,0,5,Entity-Destination,We sent the string to the webserver.
,pain,accident,5369,1,0,Cause-Effect,Peters's pain and symptoms were caused by the automobile accident.
" A prototypical example, movement, modality is outside",jewel,bag,7204,0,5,Entity-Destination,"While Calvin is able to get the diamond, he's nearly caught by the police while making his getaway, and stashes the jewel in a bag carried by a passerby."
,advances,biology,430,-1,9,Cause-Effect,Our objective is to review advances in the molecular biology and pharmacogenomics of lung cancer and how they apply to personalizing medicine.
,injuries,running,4818,1,0,Cause-Effect,Knee injuries from running are treated and prevented by following tips and performing stretches from Runner's World.com.
 prototypical example,image,carafe,110,0,3,Content-Container,"The tiny image of the Renaissance master is hidden in a carafe of wine in his 1597 oil painting Bacchus, one of his most acclaimed works."
,damage,strikers,625,1,0,Cause-Effect,Extensive damage at the mine has been caused by the strikers.
" The walls are integral and functional parts of the house, modality is outside",walls,house,7512,0,6,Component-Whole,I am amazed how the sound is making things bounce off the walls in my house.
,engineers,refinery,7380,0,4,Entity-Origin,She looked like Lauren Bacall in those days and dated a few of the engineers from the refinery.
,universe,epoch,5505,-1,9,Content-Container,We see that the universe starts at an initial epoch t0.
,debris,pustules,5423,0,0,Cause-Effect,Bacteria and comedonal debris cause acne pimples or pustules (inflammatory lesions).
 carpenter is not a product or producer,carpenter,bee,1860,-1,9,Component-Whole,Old nests are used year after year by the carpenter bee.
,activation,light,7356,1,0,Cause-Effect,"Their chemical activation by light (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments."
,fire,earthquake,6788,1,0,Cause-Effect,"Overall, the fire after the earthquake burned out 7456 houses in over 530 localities."
,neuroma,pain,4797,0,0,Cause-Effect,Morton's neuroma is the most common cause of localized pain in the third interspace and these diagnostic tests produce good indications of the condition.
 prototypical example,passport,trunk,527,0,3,Content-Container,My passport was in a trunk under my bed.
,mother,belly,5731,1,6,Component-Whole,"The joey is blind at birth, and must instinctively ascend their mother's belly and crawl into the nurturing pouch."
 Assuming a club = a building complex.,club,homes,1160,1,7,Member-Collection,The club consists of 902 condominium homes each with a unique golf course or lake view.
,troops,area,6899,0,5,Entity-Destination,The US troops are going into a mountain area in Pakistan.
,cheese,food banks,4512,0,5,Entity-Destination,The government cheese is flowing into Missouri food banks.
 the trip itself is not actively involved in the production of the play,play,trip,4255,-1,9,Component-Whole,The original play was inspired by a trip to Europe made by Murray Burnett in 1938.
,photoheliograph,photographs,7335,1,2,Product-Producer,The photoheliograph produced the glass-plate photographs on display in this exhibition gallery.
" None of the nine relations holds. (Maybe state.), cannot be Entity-Destination since E-D's c.3 does not allow states as destinations",malcontents,diminutive condition,7834,-1,9,Component-Whole,"In a little time the numbers increased from forty-five to eighty, and soon after to a greater number, which, with the majority of the clergy, and the whole of the national representatives, put the malcontents in a very diminutive condition."
,coins,fountain,2417,0,5,Entity-Destination,People used to throw coins into this fountain.
" Both elements are occurrences, modality is outside",belief,experience,7907,0,0,Cause-Effect,"And, of course, everyone wants to prove the truth of their beliefs through experience, but the belief begets the experience."
 prototypical example,suitcase,booze,5160,1,3,Content-Container,Police have appealed for help in catching a burglar who snatched a suitcase full of booze from a garden shed.
,peeler,foods,7231,-1,9,Cause-Effect,"With its non-slip, ambidextrous grip, the peeler glides effortlessly through foods."
,fuel,body,5017,0,1,Instrument-Agency,"The fuel or energy that the body uses, comes from the food and drink that we consume in our diet."
 (a) is satisfied,photograph,artist,1852,0,2,Product-Producer,The three prints are a great example of a rare vintage photograph by an artist who had an influence on later 20th-century photographers.
 wall is not a producer,building,wall,6133,-1,9,Cause-Effect,At that time there was also a Renaissance building founded by the wall.
,injuries,unconsciousness,4873,0,0,Cause-Effect,Head injuries are a common cause of unconsciousness and they occur in many sports like rugby and boxing.
,series,lives,4943,0,8,Message-Topic,It is a reality series documenting the lives of teenagers.
 violates b.1,company,retail business,3091,-1,9,Member-Collection,Our company has entered into the exclusive retail business and plans to open 60 retail stores in the country in the next 5 years.
 (a) is satisfied.,plant,steel,374,1,2,Product-Producer,"The second memorable shift was in September, when the plant made the 75-millionth ton of steel."
,plane,earth,883,0,4,Entity-Origin,More than 20 years have passed since the last plane took off from the earth.
,report,public,5531,0,5,Entity-Destination,The investigator has released his report on this case to the public.
 violates b.1 and c.3,baby,sleep,684,-1,9,Product-Producer,The baby is falling into a sleep.
,poodle,acre,319,0,5,Entity-Destination,She has fetched the poodle into the same acre of ground as pup.
,sugar,mix,4112,0,5,Entity-Destination,"In the next step, the chef added sugar into the mix."
,guidelines,article,601,0,4,Entity-Origin,I'm about to delve into Buchholz's pitch F/X and pitch data to try to find some sort of answer here using guidelines from Allen's article plus Buchholz's run values as shown here.
 Location.,den,murderers,1475,-1,9,Cause-Effect,"About 1830, the New York Mirror described the area as a loathsome den of murderers, thieves, abandoned women, ruined children, filth, drunkenness, and broils."
 (a) is satisfied,president,message,6190,1,2,Product-Producer,"Know that you are in our thoughts and our prayers, the president said in a message released two days early because of Christmas."
,licence,wife,6905,0,5,Entity-Destination,The porter passed on the licence to the wife and the daughter.
 (a) is satisfied,machine,stitches,859,1,2,Product-Producer,This is more of a production machine stitching 600 stitches per minute.
,results,chapter,3013,1,8,Message-Topic,"First, a comprehensive literature review was conducted and results were presented in the previous chapter."
 (a) is satisfied,portraits,amateurs,6616,0,2,Product-Producer,It is typical of the distinguished portraits made by professionals and amateurs in the late 19th century.
,seed,oils,1757,1,4,Entity-Origin,Flax seed oils is the form in which the oil was extracted from the seed.
,Flowers,chapel,460,0,5,Entity-Destination,Flowers are carried into the chapel.
,inflammation,joints,7658,-1,9,Cause-Effect,"This daily assault of inflammation in their digestive system, plus the inflammation from your joints and an overworked immune system and excess weight easily exceed the amount of inflammation your body can effectively handle."
,login,administrator,7500,0,2,Product-Producer,The PI login is created by the administrator.
 implicit usage.,physician,stethoscope,7422,1,1,Instrument-Agency,The physician brought only his stethoscope and otoscope.
,oil,chips,7425,0,4,Entity-Origin,Cinnamon oil is distilled from bark chips and used to alleviate stomach upsets.
,e-mail,account,1177,0,4,Entity-Origin,"The e-mail was sent from the private account of a member from Guarding Our Children Against Marijuana, or GOCAM."
,lobster,flavor,2485,-1,9,Entity-Origin,"This time the lobster was full of its superb flavor, which suffused even into the buttered corn."
,reindeer,debut,6280,-1,9,Message-Topic,"The reindeer made his television debut on NBC in 1964, when Rankin/Bass produced a stop-motion animated TV special."
,crowd,optimism,7960,0,0,Cause-Effect,"When deliberations began, the crowd of people jamming the hallways radiated optimism."
 prototypical example,suitcase,money,4680,1,3,Content-Container,"There is a suitcase full of money, which is being auctioned off."
,sauce,flour,7406,0,4,Entity-Origin,"The sauce is made from soybean flour, chiles, red beans, and many other spices."
" This is time, or period -- not a message.",Climate change,day,6914,-1,9,Member-Collection,Climate change is the topic of the day.
,coven,vampires,2710,1,7,Member-Collection,"Laurent leaves them and travels to Denali, Alaska, hoping to find solace among a coven of vegetarian vampires."
,pathologists,examination,3179,1,1,Instrument-Agency,"The pathologists perform study of disease through examination of organs, fluids and tissues of the body."
 movement,fish,barrel,5688,0,5,Entity-Destination,They then placed the fish in a wooden barrel filled with water and fired at the fish with a 9 mm pistol.
,centrifuge,rotors,3155,1,6,Component-Whole,He operated the centrifuge with rotors and buckets which show signs of corrosion or mechanical damage.
 Modality is outside,stove,method,575,-1,9,Message-Topic,"While melting butter on the stove is the preferred method, because it gives you more control over the process, you can also melt butter in a microwave."
,work,effort,2358,-1,9,Member-Collection,The work is rooted in an effort to demonstrate commonality between the arts by focusing on classical rhetoric as the main discursive agency.
,password,system,1393,0,5,Entity-Destination,The user has entered his password into an authorized system.
,people,joy,1639,-1,9,Component-Whole,"Authentic people, knowing their place in the world, fulfill it with joy and attention."
 violates c.3,people,chaos,6953,-1,9,Component-Whole,This statement threw people into chaos.
,packet,box,548,0,3,Content-Container,"The packet of corn tortillas, which was inside a box, said contains wheat."
 the ox is not a producer,jumper,ox,2200,-1,9,Instrument-Agency,Tom Reynold's brought his first barrel of flour from DeTour on a jumper drawn by an ox.
,items,home,813,0,5,Entity-Destination,The moving companies transport personal items to your new home.
" Explaining means verbalizing, so there is a message here.",perspectives,promotion,6599,0,8,Message-Topic,Their perspectives explain democracy promotion as an instrument of global capitalism.
,components,workers,1453,0,2,Product-Producer,Factories accommodated large-scale manufacture and assembly of aircraft components by unskilled workers.
,knobs,slots,6587,0,4,Entity-Origin,"Twice when I was putting on the fully loaded Atlas, the knobs popped out of the frame slots."
,practices,interviews,797,1,8,Message-Topic,The following good practices were pointed out during the interviews.
,hull,scratch,4278,0,0,Cause-Effect,The hull caused a scratch on the eye and that is why it's not healing all the way.
,system,design,4694,-1,9,Component-Whole,A first prototype of the new system is constructed from the preliminary design.
,website,sides,3552,0,8,Message-Topic,This website sets out both sides of the argument.
,boost,funding,7187,1,0,Cause-Effect,"Initiated during the early 1990's National Mineral Resource Assessment, this project received a major boost from funding provided through the 'Data-at-Risk' add-on funding received by the USGS through the 2004 fiscal year."
" Glut means many, a lot --- not a set.",glut,startups,4727,-1,9,Product-Producer,"As longtime publishers in the healthcare industry, we, too, are skeptical about the glut of startups in this area."
,offshore,producer,7650,-1,9,Instrument-Agency,"InterSense, Inc., a market leader in precision motion technology, today announced that Hydro, a leading offshore producer of oil and gas, has installed its tenth InterSense IS-900 Precision Motion Tracking System as part of Hydro's large scale immersive visualization rooms."
,keyboard,cable,5718,1,6,Component-Whole,"When a key is pressed and the circuit is completed, the code generated is sent to the computer either via a keyboard cable (using on-off electrical pulses to represent bits) or over a wireless connection."
" There are a few valid interpretations, but it's like candy in a bag.",candy,underwear,7518,0,3,Content-Container,I found some candy in my underwear.
,Crime fiction,crimes,5508,0,8,Message-Topic,"Crime fiction is the genre of fiction that deals with crimes, their detection, criminals and their motives."
,object,orbit,4045,0,5,Entity-Destination,An object has been placed into orbit.
,flu,inflammation,6411,0,0,Cause-Effect,"Colds and flu cause inflammation of the mucous membranes of the nose, throat and mouth."
 prototypical example,bottle,water,4997,1,3,Content-Container,You find a bottle with pretty blue water in it in the bathroom.
 the monkey is actively involved in the making,movie,monkey,3754,0,2,Product-Producer,"The biggest news at the festival was not my receiving the prestigious Aleksandar Lifka Award for cinematography, but that the first screening was held of a movie made entirely by a monkey."
 The modality and the negation are in another clause.,car,crate,6313,0,3,Content-Container,"Second, the car was in a crate, so no one would have been able to climb into it even if he/she had found a way into the cargo hold."
,universe,scoundrels,7069,1,7,Member-Collection,"The plot evokes old-school space opera with its whirlwind pace, immense scope and twist ending, but cutting-edge extrapolation breathes vivid life into this universe of scoundrels, heroes and romantics."
 e2 is a substance contained in e1.,Antacids,base,1419,-1,9,Component-Whole,Antacids work by using a base to neutralize the acid.
,faction,extremists,5520,1,7,Member-Collection,"His administration is moderate, but it contains a faction of extremists."
,hacienda,century,2739,0,4,Entity-Origin,The hacienda originated in the colonial period and survived into the 20th century.
" It's a mental state, and nothing suggests its verbalisation. Restriction (b).",concern,climate change,4954,-1,9,Component-Whole,"As delegates gather in Copenhagen for the UN climate summit, a new poll shows growing concern for climate change."
 The cartoon strip is an integral part of the comic book.,cartoon strip,comic book,7887,0,6,Component-Whole,"In 1996, a major publishing company simultaneously launched in 13 countries a dinosaur cartoon strip carried in a weekly comic book."
,router,manufacturer,7644,0,2,Product-Producer,Contact the router's manufacturer for assistance with configuration and proper setup of your wired router.
" prototypical example, the vinegar is in the bottle.",bottle,vinegar,1357,1,3,Content-Container,I kept a spray bottle with vinegar in it.
,view,bridge,7443,-1,9,Content-Container,This view from the inside is from the bridge that spans Atherton Street.
,pollution,plants,4519,1,0,Cause-Effect,Air pollution from coal-fired power plants is large and varied and contributes to a significant number of negative environmental and health problems.
,jobs,government,5512,0,5,Entity-Destination,The jobs migrated into the government.
 prototypical example,water,cup,1853,0,3,Content-Container,The water was in a cup.
 violates b.1,company,lawsuit,4674,-1,9,Entity-Destination,The company has been dragged into a lawsuit.
,mammal,stone,4643,1,1,Instrument-Agency,One marine mammal breaks open shellfish by hitting the shellfish with a stone.
,damage,eruption,3798,1,0,Cause-Effect,This paper presents the results of a survey of the building damage caused by the ash fall from the cataclysmic eruption of Mount Pinatubo.
,statement,producer,7810,0,2,Product-Producer,The satisfaction was complete - please find below a statement from the producer.
,cabinet,technocrats,4049,1,7,Member-Collection,Those who staged the coup appointed a civilian prime minister and a cabinet of civilian technocrats.
,parasites,cousins,3152,0,5,Entity-Destination,The commercial bees are spreading parasites to their wild cousins.
,tree,roots,7024,1,6,Component-Whole,The majority of tree feeder roots are located in the top four to eight inches of soil.
 the tree is not a container,frog,tree,5533,-1,9,Entity-Destination,"This Pacific Chorus frog was found in a Christmas tree being sold in Anchorage, Alaska."
,expenditure,activity,7735,1,0,Cause-Effect,Energy expenditure through physical activity is a key component in the prevention and treatment of overweight and obesity.
,toxic materials,water,1000,0,5,Entity-Destination,Plastic water bottles leak toxic materials into the water.
" land is not a product, modality is outside",builder,land,5444,-1,9,Message-Topic,The builder who has mortgaged the land to raise money will have to spell this out in all advertisements and brochures.
,section,duties,4166,0,8,Message-Topic,This section outlines the duties of the Trust with respect to setting the BBC's editorial standards.
,mitigation,prescriptions,4302,0,5,Entity-Destination,Doctors have inserted GHG mitigation into the prescriptions.
,jaw,bone,1622,1,6,Component-Whole,Tasheki was taking photographs at the encounter site when a bullet hit his jaw bone.
,Ants,habitats,5736,0,5,Entity-Destination,Ants are spreading into new habitats.
 prototypical example,rum,glass,5151,0,3,Content-Container,The real rum was in a glass on a nearby shelf.
,fields,theme,1036,-1,9,Cause-Effect,Specialists from various fields pertinent to the theme took part and presented specific aspects of the topic.
,information,variable,7041,-1,9,Content-Container,You store the information in the variable in your source code.
,drinking,accident,7522,0,0,Cause-Effect,"Another drinking accident happened in the Gallup area the other day, which is plagued by drinking and driving accidents."
,disruption,work,2794,1,0,Cause-Effect,The disruption has been caused by work being carried out by track operator Network Rail.
,pellets,cavities,438,0,5,Entity-Destination,The fibre pellets were blown into cavities using special equipment.
 operations make use of electricity.,electricity,operations,2291,0,1,Instrument-Agency,"The electricity used for distillery operations has been estimated at 12.9 kWh/tonne cane, with a best available technology rate of 9.6 kWh/tonne cane."
 prototypical example,spread,sack,1977,0,3,Content-Container,The frozen spread was found in a sack in a former pony stable nearly a century after Captain Robert Scott's mission to the South Pole.
 prototypical example,stamp,box,2231,0,3,Content-Container,The stamp was inside a box for a double pack.
,feed,kitchen,5513,0,4,Entity-Origin,The feed was derived from a commercial mink feed kitchen.
,novel,life,4592,0,8,Message-Topic,"The novel examined the life of Larry Weller, an ordinary man made extraordinary by his unique talent for creating labyrinths."
 A factual return is a legal document produced by the government.,government,factual return,7637,1,2,Product-Producer,"Then, in May, 2005, the government produced the factual return, as ordered by the District Court."
,paper,backpack,3117,0,5,Entity-Destination,He stuffed the paper into the bottom of his backpack.
" The package in this example is a collection of benefits, but the package contains different thingswhich have a functional role in the whole.",restaurant,package,1783,0,6,Component-Whole,"In exclusive buildings, a private restaurant is part of the package."
,backpack,geeks,6566,0,1,Instrument-Agency,"Mind you, a backpack is interpreted as a sign of geeks."
 prototypical example,guns,room,902,0,3,Content-Container,My guns are locked in my room.
,dizziness,dehydration,3901,1,0,Cause-Effect,"The elderly found it hard to cope with the high heat-humidity, which often causes nausea and dizziness from exhaustion and dehydration."
" The document is about something, but that something is not named.",text,literature,5309,-1,9,Instrument-Agency,This introductory text makes a threefold contribution to the undergraduate literature.
,discomfort,traveling,7912,1,0,Cause-Effect,Earplugs relieve the discomfort from traveling with a cold allergy or sinus condition.
,aisles,supermarket,6098,0,6,Component-Whole,The aisles in the supermarket are well-designed.
,ship,jug,364,0,3,Content-Container,"A sailing ship is scratched in a jug marked G. Goodale, Hartford."
,chapter,algorithms,1667,0,8,Message-Topic,It contains a chapter giving an introduction to compression algorithms.
,reducers,system,4016,0,5,Entity-Destination,The company dragged the reducers into the hydrocarbon transportation system.
,cable,insulation,3219,1,6,Component-Whole,A portion of the ethernet cable 's outer insulation is in the connector as well.
 movement,fish,pound,3409,0,5,Entity-Destination,"Two days later, the salt water fish was put into a fresh water pound."
,men,paint,4863,1,1,Instrument-Agency,"In 2004 a two men, including a local parks commissioner, defaced the monument with white paint and were sentenced to jail time."
,murderer,prison,3955,0,4,Entity-Origin,"A convicted murderer who escaped from an open prison has been found dead in a West African holiday resort, it was revealed today."
,cable,nut,2909,-1,9,Entity-Destination,Side-pull brakes are secured by a cable clamp nut.
,speeches,relationship,1978,0,8,Message-Topic,The speeches were on the subject of the relationship between institutional and poetic violence.
 Cause-Effect (satisfies c - Objects emitting radiation/heat/light... are regarded as Causers of such emissions),power,dams,806,1,0,Cause-Effect,"For decades, most of the nation's renewable power has come from dams, which supplied cheap electricity without requiring fossil fuels."
 modality is outside,clique,renegades,2244,1,7,Member-Collection,"Just like in Oyo State, Obasanjo sired a clique of renegades, who believe that the State treasury is their birthright."
,walls,microwave,2458,0,6,Component-Whole,"Metals, on the other hand, reflect these radio waves, a characteristic very cleverly put to use in the walls of the microwave such that no waves escape."
,lights,shop,1886,0,6,Component-Whole,"The stage was in the cellar, and all the lights in the shop were out, groans rose from a trap-door."
,robot,states,346,1,6,Component-Whole,The robot reached the goal using a smaller number of internal states than with the conventional methods.
" (a), (d) satisfied",boy,idea,1414,1,2,Product-Producer,"Sam Houghton, a five-year old boy from Buxton, Derbyshire, patented an invention after coming up with an idea for a labour-saving broom to help his father sweep up leaves."
 Figurative speech is allowed.,swarm,eels,4398,1,7,Member-Collection,"In an effort to lighten the sexually intense atmosphere that surrounded us like a swarm of excited electric eels, I decided to try a bit of humor."
,fume,sensitization,3292,0,0,Cause-Effect,"Cobalt metal fume and dust cause upper respiratory tract irritation, chronic interstitial pneumonitis, and skin sensitization."
,body,alumni,1928,1,7,Member-Collection,"Like all new towns we have missed.the encouraging influence of a large body of alumni, only two of the thirty-five former graduates having entered college."
,landscapes,mountains,1423,-1,9,Component-Whole,"Ross noted that the landscapes he painted - typically mountains, lakes, snow, and log cabin scenes - were strongly influenced by his years living in Alaska, where he was stationed for the majority of his Air Force career."
,slides,earthquake,4738,1,0,Cause-Effect,"The scale of such landslides on natural slopes can be large enough to devastate entire villages or towns, such as the Huascaran Avalanche triggered by the Peru earthquake (1970, Mw = 7.8), or the complex slides caused by the Alaska earthquake in 1964 (Ms = 8.4)."
